Date,MOM
2019-09-17,1.73
2019-09-18,0.5
2019-09-19,-0.24
2019-09-20,0.05
2019-09-23,1.25
2019-09-24,1.11
2019-09-25,-0.17
2019-09-26,0.89
2019-09-27,-0.7
2019-09-30,-0.03
2019-10-01,0.04
2019-10-02,0.36
2019-10-03,0.71
2019-10-04,0.47
2019-10-07,0.1
2019-10-08,0.28
2019-10-09,0.15
2019-10-10,-0.65
2019-10-11,-1.2
2019-10-14,0.26
2019-10-15,-0.35
2019-10-16,-0.58
2019-10-17,-0.07
2019-10-18,-0.12
2019-10-21,-1.11
2019-10-22,0.35
2019-10-23,-0.64
2019-10-24,0.78
2019-10-25,-0.04
2019-10-28,-0.07
2019-10-29,0.23
2019-10-30,1.13
2019-10-31,0.26
2019-11-01,-0.25
2019-11-04,-0.89
2019-11-05,-0.95
2019-11-06,0.25
2019-11-07,-0.98
2019-11-08,0.67
2019-11-11,0.25
2019-11-12,0.08
2019-11-13,0.97
2019-11-14,0.41
2019-11-15,0.22
2019-11-18,0.56
2019-11-19,-0.16
2019-11-20,0.28
2019-11-21,-0.21
2019-11-22,-0.16
2019-11-25,0.3
2019-11-26,0.77
2019-11-27,-0.07
2019-11-28,-0.09
2019-11-29,0.16
2019-12-02,-0.44
2019-12-03,0.36
2019-12-04,0.34
2019-12-05,0.19
2019-12-06,0.09
2019-12-09,-0.02
2019-12-10,0.05
2019-12-11,0.13
2019-12-12,-0.46
2019-12-13,0.35
2019-12-16,0.15
2019-12-17,-0.06
2019-12-18,-0.06
2019-12-19,0.2
2019-12-20,0.49
2019-12-23,0.12
2019-12-24,0.1
2019-12-25,0
2019-12-26,-0.01
2019-12-27,0.24
2019-12-30,-0.31
2019-12-31,0.09
