,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25
2020-01-06,-0.0020172661133391312,-0.00022819688272029772,-0.001993287271313988,-0.001106879770380909,0.0004594881216728548,0.0006029773297265494,0.0020998512550482996,-0.0071394597672358225,-0.0056988970473934135,-0.004471825837352373,-0.004084641413074434,0.00044391677960994305,-0.008097452630460763,0.0016555501814000861,-7.774285544610661e-05,-0.00917157998434064,0.006381371085703625,-0.012309878864584239,-0.009112689222954017,-0.011335073474952474,-0.006373235191802177,-0.010528570134408012,-0.015001200107708062,-0.012737943394606824,-0.006282481367489883
2020-01-07,-0.006762615988921868,0.003724659691280998,0.005067181215229152,0.00208364377378658,0.003838643780782116,0.0029863753687330474,0.0031187742195930004,0.0038739632640960673,0.0068878811861158296,0.013114502907460805,0.008657530450375555,0.0024091715203632194,0.0038522121329686893,-0.006930444091360031,0.0010187647923203737,0.004943472341628917,0.004540877294069056,0.004722802825970527,0.004994077156458586,0.007488147481543642,0.0027699331116261402,0.00694934426091619,0.01222171219378,0.009727611692170183,0.0029885377211184244
2020-01-09,9.071908635143441e-06,0.00900627727200172,0.0043409811184501775,0.004893954802372213,0.002588242620051937,0.0025462523003469064,0.0001595185660137368,-0.00040558768000645686,0.009935647310089798,-0.00012971348674145988,0.0011968713176237812,0.004055914577177159,0.004779467972966249,0.004937491546630977,0.007384009860545124,0.005031228616283741,0.003908647770625129,0.016633335719315332,0.005919306311955106,0.005717563837974455,-0.02397622338349799,0.002826050308976403,0.005709429433093384,-0.0022004146731378943,0.0030409679264912113
2020-01-10,-0.011454386482125215,-0.004989836850421724,0.0006769217040853553,0.000738627492958628,0.002601640209437758,-0.00039508197371982383,-0.0019093797374927501,0.002765402033758663,-0.001775413536776702,0.0008943574632486349,-0.0017680634795056711,0.0034208694637756767,0.004608890942812491,0.0035771117960266925,-0.0018370330783388617,-0.0006581457876446813,-0.006312539275778858,-0.005278943318347099,-0.0025264813565316745,0.003657099539011791,-0.004699535768146831,-0.0003470028011070689,0.00928067009224704,0.0008925933700942823,0.0071295324039923605
2020-01-13,0.003155441809241737,0.0011299065226015954,-0.004335038059194859,0.0015096126018088575,-0.0003879388233364626,-0.0006687443223873404,0.0003178725453754158,0.0007218176093084371,-0.004125327437614794,-0.0014693513289440387,0.0018869290401150797,0.009701472161886873,0.00012051671402066454,-0.00020225066121366272,0.004209952095035276,0.0016039936012576955,0.0185618539298724,0.003735628616291987,0.013898838393731346,-0.004819414616967264,0.020481188590889945,-0.004175649714411601,0.0028672483405126747,0.006271756004100728,0.0021410745242848484
2020-01-14,0.0014315198744855467,-0.00228960492893753,-0.0013175317111599593,0.00449595146930107,-0.005429024299466136,-0.0033691495021354488,0.0035428265702856223,-0.001346149842560852,0.0032899647216712274,-0.007760327805453596,-0.007077344738678215,-0.0014120912543554732,-0.004450153948759326,-0.005786544193933915,0.0015435526459151969,-0.005606479668834922,-0.013975978387308281,-0.0007522938251068947,-0.008733133869174495,-0.001686322081382691,0.003602290270675695,-0.0006796961717094503,-0.005236736667876543,-0.0076704418900458695,0.005669910858887393
2020-01-15,-0.015524130170583185,9.740893198610382e-05,-0.003735352775376384,0.004235104260486409,-0.007130164109215304,-0.001861003327647976,0.0016874970126044295,-0.000958035882475695,0.0006607384203898862,0.00622745132650167,0.00357948141096831,-0.0013697579326752347,0.000977301144967453,0.001774563057051136,-0.0001415376932225475,0.001386220941982314,0.00485278154816299,0.00043865545281902846,-0.0020077991245153913,-0.002605713067338451,0.012261979476224923,-0.009411230013780763,-0.0028879047514198176,-0.00579198564171832,-0.009891871780924068
2020-01-16,-0.008122315557913724,0.014921129847395692,-0.002174528902141977,0.0023628758469976846,0.0018164647861462992,-0.00011467659595153913,0.0013841513423914053,0.005936684066328166,-0.002230420356614061,-0.0016625938606264733,-0.0004251640295044213,-0.004644106142102446,0.0026748564720276958,0.001203962980147997,0.0030971653348209954,0.006815991414160359,0.0015807739818190741,-0.001105109870316957,0.000679418059251073,-0.0006404238492060564,-0.007907394555349912,0.0016107674094857094,0.0012244108220732556,-0.0003183650044230313,0.00284725564193829
2020-01-17,-0.00018776934399677192,-0.012376917495183092,0.0008940120110007764,0.0015556152012242718,0.002382165290402029,0.0034734990180091867,0.004710980603207353,0.0005951171133298768,0.005305915591697707,0.006930821239866109,0.005011377959196671,0.0015672342380924796,0.004806514512524732,0.005300109782742154,-0.008314610141555913,0.003578949003204097,0.00355585565391381,0.0005121265187791326,0.006883824095800192,0.0019243253847347716,0.007522521000520796,0.005960954435067836,0.005549628228404568,0.0030858256747454457,0.0032185501376655067
2020-01-21,0.0053527230579273255,-0.001342956255256343,0.0017052360556246903,0.00012357972403463657,-0.0009267442066120305,-0.0010924137537582385,-0.000573194234052942,-0.0020872912356287663,-0.005145109418621673,-0.008834019776195702,0.011762330010515961,-0.005557523718639468,-0.004764523167904067,-0.004045842048328188,-0.004580832469868357,-0.00030638333370748154,-0.0009266020552486724,0.003803525525328316,-0.0005483976538312126,-0.004678102751075503,-0.00771007737721171,-0.005399050803840903,-0.007336224298465977,-0.01704390763358158,-0.009302774619806796
2020-01-22,0.0030334856299219057,0.00219176997550171,-0.006103293528266515,0.003030172343664859,-3.9441421798936874e-05,0.006696087268270174,-0.0003919841242601493,-0.0019781912502932417,-0.0023582976808093925,-0.00045805236741721647,0.003089527178881982,0.00390789146067319,-0.0017747279581065156,0.0025048241029422746,-0.011973435573894749,-0.002117500718483915,0.0007882603891630987,0.004387424532436582,-0.0053536151084355495,-0.0013222176356643437,0.0005732253814690408,-0.005921919663034831,-0.006199628428956772,-0.00269120240577716,-0.009971764017484978
2020-01-23,0.020193285781292734,-0.004391437924482051,-0.0006822293205193381,-0.002338279124262371,-0.0030232107567047172,-0.005234874645354706,9.958428369952196e-05,0.001224061640872714,-0.0030908906744094,-0.004847639641269684,-0.013666047870898423,-0.00899684157642185,-0.004033796303757202,-0.0015427608232665428,-0.0037006225295448617,-0.005790537142839422,0.005754610481432214,-0.010196908384510622,-0.008869366144817467,-0.011980771031784786,-0.011440972229968756,-0.013876871147312817,-0.015860451790696978,-0.01225417888952283,-0.017585396179783108
2020-01-24,-0.003871010401455393,-0.0008490698047967824,0.011632471985008483,-0.002834933026643107,-0.00022027739574047376,0.0023061362098871557,0.018686158256586836,0.0038243217168849697,0.004862333523825486,0.003527092770308052,0.011187252081418832,0.003837608438376487,0.002073797281745386,0.006008666058298394,-0.0059082350039482085,0.005410851092517755,0.007222953470454681,-0.017539529840039342,0.010028777102510539,0.01007819194875526,0.005751646857859605,0.009886697255278309,0.007898643515102218,0.010037855299758345,0.012127909623479876
2020-01-27,-0.008210606183291974,-0.0073683457444624284,-0.017369601620880384,-0.008793037244086508,-0.002310055860002446,-0.006246870528374093,-0.011716180838211401,-0.010583624241169619,-0.027376330318799255,-0.017158523035135688,-0.010190490618231315,-0.017111216819910433,-0.01009573165738202,-0.014005763182936976,-0.0026316960066097746,-0.01487298480028559,-0.039059336475810044,-0.005384885103752585,-0.02373093569761509,-0.022578249733042365,-0.006023279656958691,-0.023345141407478162,-0.023711222450240498,-0.02352329096058434,-0.031174028200824863
2020-01-28,-0.02474470595661917,-0.0036629715998945612,-0.001489139134595009,-0.0017143600455685848,-0.00466993735785905,-0.0045881725803293485,-9.322890511264558e-05,0.0015633427082064099,0.004664247831130555,0.006981211504174656,0.0006442450617256098,0.0024886195239113857,0.0020626734672699394,-0.0008423475940458473,-0.003497562117189558,0.00404279512094339,0.00536250840824377,0.004169507444236652,0.0030890068268691426,0.003989677090822564,-0.001516287657857753,0.004258341305217327,0.009410070959073492,0.005918308270535852,0.01165323051208212
2020-01-29,0.0007986975644452907,-0.0004976782511846055,0.0023034844730603,0.0016361879405717907,-0.0011291926722977426,0.0005561879091388545,-0.0005506480648627353,0.003069416540881474,0.00494808257670041,0.0051668655524397525,0.003818436662963785,-0.0015834232746970486,-0.0023689306055188976,-3.502950805302704e-05,0.001830201835361603,-0.0012075838287664846,0.0022826864684797796,0.004103922982169977,0.004665899752318152,-0.0014697774972838998,0.002254767761214337,0.010262268399417792,0.0018893171161365912,0.006302839911081283,0.005832476511859256
2020-01-30,-0.013239324450597301,0.0025172979840503446,-0.0020828672526610396,-0.0035160471893653862,-0.005475089321731009,-0.00831216199337071,-0.0016154332680465467,-0.007686676807825389,-0.004332862222952342,-0.012411003038271765,-0.010629271206045027,-0.010448053034210909,-0.01015233238779575,-0.010506108441471712,-0.01008051472217463,-0.008857950537184186,-0.012466465671211407,-0.009396794994972528,-0.012114007407748121,-0.008953058715259496,-0.009909477652962347,-0.016843251169945537,-0.016865399141362255,-0.012972192001667203,-0.009642503597429969
2020-01-31,0.011384818314781038,-0.00713103551321958,0.006010073884201001,0.00021951621677180938,0.0029759794059083713,0.000289757779245673,-0.0010119895565079572,-0.0012754187547574201,-0.007223179890072308,-0.0022468095568071492,0.0077480708729970255,-0.0036915690588542396,-0.0036820817391413083,0.0005156701002069391,-0.008592937565381093,-0.0012002726039576702,-0.005191954174646826,-0.006269987343684942,-0.002608138134111535,-0.01410924978732006,-0.007449431332845936,-0.01875673490050262,-0.011043777949034866,-0.008284082490441935,-0.009965489268503443
2020-02-03,-0.008165795726147188,0.007678889829140882,-0.0027056941914404223,0.0004589037736982779,-0.0020354399565633736,-0.002007342943605684,-2.6286894241929033e-05,-0.00044846450567384306,-0.004098242464151398,-0.004905954465688404,0.0013019034460138817,0.004942091765214736,-0.004989116935521143,0.010943359555663034,0.007460850760530982,0.003246000448665703,0.028084185915778534,0.00032090041624828133,-0.007954418169308542,-0.03232525864995252,0.00390951847029319,0.003617974615320554,0.0007290688219671577,0.0011327639351068413,0.0030925288216432493
2020-02-04,0.013858329457053942,0.003978922600627297,0.0016479549127752001,0.0005731727667390508,-0.0017504885921527079,0.003573795406092995,0.002984920119534965,0.005044074519012781,0.010931057995300095,0.005402883539329882,0.0016237347209689017,0.004858718748743638,0.017529486987932136,0.007204752351477102,0.00696532278354052,0.0122838023715033,0.006013417581973406,0.004645328012615997,0.01503424266369279,0.014418567791422414,0.01978374211243822,0.018992622055333516,0.017483854037075246,0.015496844201592525,0.026366707448195966
2020-02-06,0.029755280635651714,0.001853391998803408,-0.002478116155817218,0.00010368694282961631,0.004232311543158999,0.004576612154696294,0.014685436819373307,0.002800023685886227,0.0044661783008156306,-0.010603182392815696,0.002684812803456167,0.0004717704895023561,0.006056052746785933,0.009144261546526719,0.010883697961931713,0.00399777021996616,0.006093458759005821,-0.002710913867197673,-0.007670265187134311,0.012334516351177315,-0.011163695356809241,-0.0003016722415573847,0.0018827418570602308,0.0016029048991375344,0.001208972290277861
2020-02-07,0.00012899751618439893,0.010530950859216124,-0.00991584898218801,0.0015688267736215832,0.0051339953042469876,-0.0010236365524157202,-0.002293251547275819,-0.0002068197858728954,-0.004685349201221248,-0.004327397813454878,-0.003439808705134292,0.002309348784349248,-0.006860070254822821,-0.0038351142340687237,-0.01034248357172076,-0.00519064676327449,0.006431542066666756,0.002686528229720314,0.0036269113996217667,0.014209711327412023,-0.011447345087048219,-0.013377687513243038,-0.014581690807649147,-0.009206606852306724,-0.011394302833675832
2020-02-10,-0.009779987797969538,0.0033001426213040293,0.0031730369671520786,0.0002693746170303837,0.0016439885159265893,0.001965494018370213,0.005510332624992963,-0.0036157082110440625,-0.004015274130696671,0.018658580760581866,0.0007853443363984622,-0.007553394269928111,-0.0021936224405835806,-0.002669677452602944,-0.0056415184887548065,-0.007270727525493333,0.004423341743868313,-0.004516970411745708,-0.015071791986143654,-0.02483876427935264,9.80912606734741e-05,-0.0043541958616969455,-0.006095236483124501,0.0013309575407694835,-0.007323322566134696
2020-02-11,0.008735507819882644,0.005551481436111105,0.00019932135924818483,0.0031085140359365525,0.0011901719953502385,-0.0016113752808263003,-0.0018363680548394098,0.0006007689628631452,0.004784558092329402,-0.001880927216803313,0.010728208876823131,0.025667682243672354,0.00493510826951452,-0.0038146875183794416,0.01135175537978861,0.005777086261824218,-0.004915915845060652,0.0072562804196250165,0.016022381915606294,0.02224646946635025,0.01579504426500428,0.01651807654210447,0.011551766976845628,0.013464145748489281,0.016225766798129405
