Date,T,T2,T3
12/05/2020,0.29,-0.56,0.626666667
13/05/2020,-1.96,0.29,0.663333333
14/05/2020,-1.97,-1.96,0.263333333
15/05/2020,0.54,-1.97,-0.743333333
18/05/2020,4.58,0.54,-1.213333333
19/05/2020,-0.36,4.58,-1.13
20/05/2020,1.47,-0.36,1.05
21/05/2020,-0.82,1.47,1.586666667
22/05/2020,-0.42,-0.82,1.896666667
25/05/2020,1.36,-0.42,0.096666667
26/05/2020,1.95,1.36,0.076666667
27/05/2020,0.68,1.95,0.04
28/05/2020,1.96,0.68,0.963333333
29/05/2020,-0.73,1.96,1.33
01/06/2020,1.43,-0.73,1.53
02/06/2020,1.61,1.43,0.636666667
03/06/2020,2.93,1.61,0.886666667
04/06/2020,0.34,2.93,0.77
05/06/2020,1.78,0.34,1.99
08/06/2020,0.08,1.78,1.626666667
09/06/2020,-0.99,0.08,1.683333333
10/06/2020,-0.16,-0.99,0.733333333
11/06/2020,-4.8,-0.16,0.29
12/06/2020,0.14,-4.8,-0.356666667
15/06/2020,0.41,0.14,-1.983333333
16/06/2020,1.94,0.41,-1.606666667
17/06/2020,0.79,1.94,-1.416666667
18/06/2020,-0.88,0.79,0.83
19/06/2020,0.13,-0.88,1.046666667
22/06/2020,0.25,0.13,0.616666667
23/06/2020,1.56,0.25,0.013333333
24/06/2020,-3.02,1.56,-0.166666667
25/06/2020,0.5,-3.02,0.646666667
26/06/2020,-0.54,0.5,-0.403333333
29/06/2020,0.7,-0.54,-0.32
30/06/2020,0.11,0.7,-1.02
01/07/2020,0.37,0.11,0.22
02/07/2020,1.59,0.37,0.09
03/07/2020,-0.46,1.59,0.393333333
06/07/2020,1.94,-0.46,0.69
07/07/2020,-0.86,1.94,0.5
08/07/2020,0.19,-0.86,1.023333333
09/07/2020,-1.13,0.19,0.206666667
10/07/2020,0.84,-1.13,0.423333333
13/07/2020,1.03,0.84,-0.6
14/07/2020,0.08,1.03,-0.033333333
15/07/2020,1.64,0.08,0.246666667
16/07/2020,-0.5,1.64,0.65
17/07/2020,0.59,-0.5,0.916666667
20/07/2020,0.82,0.59,0.406666667
21/07/2020,0.86,0.82,0.576666667
22/07/2020,-0.12,0.86,0.303333333
23/07/2020,-0.04,-0.12,0.756666667
24/07/2020,-1.01,-0.04,0.52
27/07/2020,0.66,-1.01,0.233333333
28/07/2020,-0.14,0.66,-0.39
29/07/2020,0.75,-0.14,-0.13
30/07/2020,-1.61,0.75,-0.163333333
31/07/2020,-1.49,-1.61,0.423333333
03/08/2020,1.82,-1.49,-0.333333333
04/08/2020,0.19,1.82,-0.783333333
05/08/2020,1.15,0.19,-0.426666667
06/08/2020,-0.49,1.15,0.173333333
07/08/2020,-0.49,-0.49,1.053333333
10/08/2020,-0.01,-0.49,0.283333333
11/08/2020,1.46,-0.01,0.056666667
12/08/2020,1.55,1.46,-0.33
13/08/2020,-0.17,1.55,0.32
14/08/2020,-0.98,-0.17,1
17/08/2020,0.64,-0.98,0.946666667
18/08/2020,0,0.64,0.133333333
19/08/2020,-0.31,0,-0.17
20/08/2020,-0.62,-0.31,-0.113333333
21/08/2020,-0.76,-0.62,0.11
24/08/2020,1.45,-0.76,-0.31
25/08/2020,0.26,1.45,-0.563333333
26/08/2020,0.84,0.26,0.023333333
27/08/2020,-0.75,0.84,0.316666667
28/08/2020,0.43,-0.75,0.85
31/08/2020,-0.31,0.43,0.116666667
01/09/2020,-0.46,-0.31,0.173333333
02/09/2020,0.97,-0.46,-0.21
03/09/2020,-1.45,0.97,-0.113333333
04/09/2020,-0.87,-1.45,0.066666667
07/09/2020,1.16,-0.87,-0.313333333
08/09/2020,-1.53,1.16,-0.45
09/09/2020,1.88,-1.53,-0.386666667
10/09/2020,-0.48,1.88,-0.413333333
11/09/2020,0.35,-0.48,0.503333333
14/09/2020,0.31,0.35,-0.043333333
15/09/2020,0.62,0.31,0.583333333
16/09/2020,0.24,0.62,0.06
17/09/2020,-0.12,0.24,0.426666667
18/09/2020,-0.64,-0.12,0.39
21/09/2020,-3.67,-0.64,0.246666667
22/09/2020,-0.31,-3.67,-0.173333333
23/09/2020,-0.14,-0.31,-1.476666667
24/09/2020,-0.76,-0.14,-1.54
25/09/2020,-0.25,-0.76,-1.373333333
28/09/2020,2.23,-0.25,-0.403333333
29/09/2020,0.26,2.23,-0.383333333
30/09/2020,-0.2,0.26,0.406666667
01/10/2020,0.57,-0.2,0.746666667
02/10/2020,-0.1,0.57,0.763333333
05/10/2020,1.6,-0.1,0.21
06/10/2020,-0.48,1.6,0.09
07/10/2020,0.4,-0.48,0.69
08/10/2020,0.64,0.4,0.34
09/10/2020,1.18,0.64,0.506666667
12/10/2020,0.52,1.18,0.186666667
13/10/2020,-1.22,0.52,0.74
14/10/2020,0.08,-1.22,0.78
15/10/2020,-2.2,0.08,0.16
16/10/2020,1.23,-2.2,-0.206666667
19/10/2020,0.21,1.23,-1.113333333
20/10/2020,0.37,0.21,-0.296666667
21/10/2020,-0.96,0.37,-0.253333333
22/10/2020,-0.41,-0.96,0.603333333
23/10/2020,0.91,-0.41,-0.126666667
26/10/2020,-2.14,0.91,-0.333333333
27/10/2020,-1.04,-2.14,-0.153333333
28/10/2020,-3.38,-1.04,-0.546666667
29/10/2020,-0.53,-3.38,-0.756666667
30/10/2020,0.1,-0.53,-2.186666667
02/11/2020,1.32,0.1,-1.65
03/11/2020,2.92,1.32,-1.27
04/11/2020,1.82,2.92,0.296666667
05/11/2020,2.12,1.82,1.446666667
06/11/2020,0.21,2.12,2.02
09/11/2020,3.19,0.21,2.286666667
10/11/2020,0.92,3.19,1.383333333
11/11/2020,0.64,0.92,1.84
12/11/2020,-0.63,0.64,1.44
13/11/2020,0.5,-0.63,1.583333333
16/11/2020,1.35,0.5,0.31
17/11/2020,-0.09,1.35,0.17
18/11/2020,0.34,-0.09,0.406666667
19/11/2020,-0.34,0.34,0.586666667
20/11/2020,0.38,-0.34,0.533333333
23/11/2020,-0.13,0.38,-0.03
24/11/2020,1.26,-0.13,0.126666667
25/11/2020,0.17,1.26,-0.03
26/11/2020,-0.1,0.17,0.503333333
27/11/2020,0.8,-0.1,0.433333333
30/11/2020,-1.1,0.8,0.443333333
01/12/2020,1.94,-1.1,0.29
02/12/2020,0.29,1.94,-0.133333333
03/12/2020,0.33,0.29,0.546666667
04/12/2020,0.38,0.33,0.376666667
07/12/2020,-0.2,0.38,0.853333333
08/12/2020,0.07,-0.2,0.333333333
09/12/2020,0.06,0.07,0.17
10/12/2020,0.06,0.06,0.083333333
11/12/2020,-0.94,0.06,-0.023333333
14/12/2020,0.72,-0.94,0.063333333
15/12/2020,0.57,0.72,-0.273333333
16/12/2020,0.97,0.57,-0.053333333
17/12/2020,0.9,0.97,0.116666667
18/12/2020,-0.28,0.9,0.753333333
21/12/2020,-2.04,-0.28,0.813333333
22/12/2020,0.33,-2.04,0.53
23/12/2020,1.14,0.33,-0.473333333
24/12/2020,0.16,1.14,-0.663333333
25/12/2020,0.07,0.16,-0.19
28/12/2020,0.81,0.07,0.543333333
29/12/2020,0.94,0.81,0.456666667
30/12/2020,0.22,0.94,0.346666667
31/12/2020,-0.89,0.22,0.606666667
