,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,T,T2,T3
2020-01-06,-0.0010655790102972156,0.004143102580889894,-0.006114768447706699,-0.0012968097706519575,-0.00032746974665984977,0.01115355758993676,-0.001173559233314463,-0.003345908024650911,-0.0038785728227280856,-0.0071267810954367735,-0.0025830810023688704,-0.004943692519040766,-0.005968346751076159,-0.0077807248930628035,-0.006132105660029082,-0.006544204568160639,-0.007876507990712394,-0.00890203560728641,-0.016465946255164003,-0.006229478806732537,-0.006156203411945414,-0.008311554117273953,-0.009967674068261415,-0.010207342616278694,-0.0006735120183131857,0.022300518999999998,-0.003508718,0.016728937
2020-01-07,-0.0006385325455284887,-0.0008491994087972279,-0.00040808984566955184,0.005470653150643071,0.005276379261525769,-0.004841593596142261,0.002828987766678714,0.0033629683183802233,0.0008891007958489471,0.002948515190389684,0.011526790041074755,0.003473731794858074,0.0033958073463925945,0.0011554744969519797,0.003511446829117815,0.004446626210218364,0.008067564749179829,0.005587754200182049,0.0028442781042814017,0.006073843723590292,0.010339866110815282,0.0055906955018464434,0.00934284254787998,0.00837417621524876,0.009532126063936374,0.003778518,-0.0018038960000000001,0.0026036220000000003
2020-01-09,-0.015155987759136689,0.0035278208619675725,0.0045783105840688275,0.0056436460273542235,0.00024072937298299862,0.0070712008556774505,0.003601892517140824,0.001298231427847297,0.007865108236375443,0.0036897883591638734,0.0027917326089311207,0.0002261419046538795,0.005262217749858588,0.005194391836704603,0.003824612222219895,0.004530327426116403,0.0035154438194554436,0.002069822104130783,0.00417983545887341,0.0050731974659272054,0.005046682590559129,0.002443515997861614,0.002138987295801778,0.007052614141226688,0.0028548895228768154,0.001077275,-0.007635933,0.000897949
2020-01-10,-0.007214304572590443,-0.000683039223747508,-0.007617800059121084,-0.007970691520588886,-0.0032487128987422273,-0.005858902692377346,0.005211394839081698,-0.0008452002455217533,0.0026072749855028617,0.0014575981011832018,-0.0013658451506999038,0.00047860725474091595,0.0007598017895202031,0.004228373232502907,-0.0028397779952055277,-4.7254116500736824e-05,-0.004278270590876411,-0.006742041380450838,0.004440170626213446,-0.0038016407264929875,0.005947005119052194,3.709054160027197e-05,0.004146740789262814,0.0084380953674176,0.011646771268504425,0.0058129969999999994,-0.004846762,0.005769083
2020-01-13,0.03290841460931703,-0.002333090441863118,-0.0018100815256818484,-0.005065570684462465,0.0008676316644871489,0.019530005056210508,-0.0006128526852475296,0.0068269544358430904,0.004850614662096344,0.0016021157740492113,-0.0003558835929244898,0.0052183473827120035,0.0017921784265021302,0.0012670218328349142,0.004312900055243696,0.004822472640249154,0.0008306474370028349,-0.0007516297020840718,0.0029203672622264997,-0.0018446852736810735,-0.008144767305448603,-0.0013607778768741712,-8.223861803813505e-06,0.007033024821191662,0.00023154820210574125,0.005083461999666703,-0.0038297710003332972,0.0007174329996667028
2020-01-14,0.0010529177446869406,-0.0008931775733935476,0.008736165647796147,0.0015427052550601257,-0.008636064771409073,-0.007815573173895144,0.003943726750186497,0.0017059713532892684,-0.0008153561735617086,-0.0005282575713592494,-0.005265713624776401,-5.9861170091875455e-05,0.0004368502052045985,0.001395349699016635,0.000320367826027715,-0.0028476942229040303,-0.005962373760148422,-0.00352131090389733,-0.0035769470794925025,-0.005232852547824737,-0.007903916915820208,-0.0019985885048089307,0.0012490289401463908,-0.010817015066049788,-0.015069464256347044,0.0009027669996667027,0.005083461999666703,0.00038491999966670267
2020-01-15,-0.016455286613446318,-0.002082313640524006,0.014415010494814218,-0.004770928315093929,-0.0010383873776939198,0.0018135604787698277,-0.0003424652261530309,0.0039058633967088497,0.0011409432373921935,0.0021213833368724237,-0.0035292108326186004,-0.0011000998271617675,0.0033429608919813966,0.002230937524094891,0.0008441866026451614,-0.004050886899496372,0.0013739463548946554,-0.0005792931522311076,0.0015988604642285522,-0.0015213386657813846,0.006634246555425279,-0.009219608357744472,-0.004858576165039187,-0.007166975307067811,-0.009283656941391532,-9.999500033329732e-05,0.0009027669996667027,0.0011514309996667029
2020-01-16,0.011941594365230677,-0.0014248640285906,-0.012492227187214495,0.0012104269882892338,0.00622424330445086,0.004213015610211066,-0.0010036747221636151,-0.0010974282258752407,0.00048677836074792187,0.0025001428539590817,0.002038448777897996,-0.0023489062139397054,0.00048594125994831834,-0.0010566381700135778,0.002130188348421858,0.00216729331637126,0.0029648497885203236,0.005161530859742057,0.0038092560776602025,-6.810708546122789e-05,-0.0010294535219914618,-0.0024301885713133254,0.001757150944742475,-0.0031513887092771762,-0.003719482594997361,0.004050032999666703,-9.999500033329732e-05,0.0007188199996667026
2020-01-17,-0.01912969323148306,-0.002417167661996906,0.003574325027923541,0.0021073489994484856,0.0007047853394684589,-0.001955726382645887,0.004626943301012705,0.006617385217977753,0.006318954928666689,0.0061906809717177476,0.00919395774988382,0.00467739617210592,0.008924389631686463,0.004859561165540041,0.0015936168236152493,-0.0002212183899193547,0.00018290469098004698,0.008221522392166277,0.002417332933083919,0.0034351094686629726,0.008775570272785187,0.0028913261706046195,0.006479973410049905,-0.006735113763292639,0.012922186464312807,0.0028926349996667025,0.004050032999666703,0.0019620779996667023
2020-01-21,-0.0007688279953794052,-0.011718257973890665,0.0005320878305554317,-0.002625273355281574,-0.00024990230683969144,-0.0019228953737101065,-0.002581418329787922,0.003932299698024204,-0.007547240880587867,-0.0015773956074966345,0.0022606708238317452,-0.0003826580348271391,-0.00376827485903343,-0.003881384300548771,-0.001956798512099295,-0.002915418120613746,-0.005084164300418778,-0.0011931542066689017,-0.00513960496411421,-0.003927621619557072,-0.003674956149429804,-0.003985073446548684,-0.004275483962010907,0.004656202018505498,-0.006547378754733604,-0.008056679000333298,0.0028926349996667025,0.001617601999666703
2020-01-22,0.009788978351041115,0.0007656140165069864,-0.0019815695176425706,-0.0010980040625701271,-0.00372265480585461,0.0027389279778024427,0.00022522322080992775,0.004598010483548628,0.005526822593838037,0.0008259268353255066,0.0028374092960410935,0.0008847169240850963,-0.0009208001151017527,0.0008146988883570195,0.0009490559073135557,-0.0071614477846280245,-0.0035333337040884534,0.004016211009200965,-0.005996806129421288,-0.0035154181166968963,-0.0061779324090688184,-0.005464301654202205,-0.0029458490572547465,-0.018300497899730258,-0.021196666203770878,0.0019051299996667027,-0.008056679000333298,0.0022808909996667025
2020-01-23,-0.0057156606121545345,-0.003892868504772993,0.0035253172588737797,-0.0016176092612641526,-0.003448388122039408,0.008107266790837578,-0.0015441344917042914,-0.005398876068697604,-0.007383100692736237,-0.007633390974948406,-0.010211761265667713,-0.00855694027261305,-0.006457980009411408,-0.004482667874195734,-0.004082826604335739,0.0015968288342134522,-0.01166081758929142,-0.0037497589406477096,-0.004026177598936664,-0.015735345290281623,-0.006006028534871312,-0.0032233864967190708,-0.013591509563335373,-0.009800646538292455,-0.01244090726396623,-0.0025299420003332975,0.0019051299996667027,-0.0003713370003332973
2020-01-24,-0.02950837891325568,0.0011051447973200795,0.0030089453318446376,0.003281549813038634,0.017503299794599123,-0.0010827672520890075,0.006062005359651807,0.0026293372388396527,0.004252157672124776,0.007544168424061638,0.003197515511196628,0.008075257519058342,0.011125707851669405,0.004954100999494614,0.003465715107717095,0.010006568832121369,0.005883248653569543,-1.6163946454594257e-05,0.0059747887639215085,0.010429058324490842,0.004573857331381018,0.007285345845560209,0.00823438369857013,0.008371469268876008,0.010579281543701186,-0.004398667000333297,-0.0025299420003332975,-0.0010863050003332973
2020-01-27,0.01784564964414712,-0.004768391776325545,-0.007308145662058032,-0.006218531992170344,-0.011822985690957475,-0.024693232665111923,-0.012563965170467036,-0.009130340182121636,-0.009772026106265102,-0.019177718282523504,-0.009376068420494906,-0.01722233880795891,-0.017507655624772307,-0.015009345451920552,-0.016317848563796734,-0.0268768973184701,-0.0186514761902257,-0.019825267798446254,-0.016592645118189673,-0.021951135429252287,-0.023720539366447125,-0.022412659130492438,-0.022405270828063952,-0.00469450691305262,-0.04357565378319332,-0.020822340000333298,-0.004398667000333297,-0.0028938300003332976
2020-01-28,-0.015404938755055136,-0.005347798487396674,-0.00790588371390936,0.0034626411339853547,0.004360507932728211,0.000665349542291113,0.005806437111008522,0.0003309892265415897,0.0008623751518647316,0.0023003613413048354,0.0005891799229998732,0.0021717148280938296,0.004278156808637683,0.0012881261075363812,0.0026872917832702313,0.0009006052310087737,0.010619290230804025,-0.002060836198652853,0.002927442029212397,0.005090488862337795,0.0009041822197938486,-0.005265471028908389,0.006652188434385171,0.002415291516153625,0.0005542982671273209,0.009304889999666702,-0.020822340000333298,-0.0016744930003332972
2020-01-29,0.001172038239498922,0.0005406468133523795,0.0019166248546872702,0.0009238068329084641,-0.003760619689975599,0.00032365260358372576,0.00767670708116445,-7.857773531338537e-05,0.006896859920501863,0.002037588790286332,0.0008839667581495793,-0.0004198697588503484,0.0010691562782015873,0.0028690357209869687,0.0012734315114973575,-0.0025227887064167183,0.000980065656687542,0.004240053498856965,0.0022107355759165615,0.005413024415461222,-0.0010959978819244274,0.004568287931927576,0.003563119289824408,-0.002358392675850535,0.013590793958589016,4.547899966670266e-05,0.009304889999666702,-0.009250316000333297
2020-01-30,-0.023765862513207756,-0.0018085151072087778,-0.003827727444642017,-0.0037165770368711767,-0.003864153113122881,-0.010745229100970196,-0.005803592604233403,-0.0064236219279499044,-0.010062954846651567,-0.00686787911469657,-0.010473613135845349,-0.009962353843500428,-0.006852308881181658,-0.0039494711185980745,-0.0074631519789669,-0.007407299870603983,-0.010548893891748115,-0.011989316429489291,-0.009244732090212445,-0.012613127007434536,-0.016849355379363832,-0.012258894527195611,-0.004294988580150168,-0.00791469172579691,-0.020265464243288824,-0.0009732790003332973,4.547899966670266e-05,-0.005305372000333297
2020-01-31,0.0004428721084566657,0.0008202792995497259,0.0015085094747142656,0.0014615034226537096,-0.004758374681326549,-0.000930388991841466,-0.005749081321081996,0.0021966081557919714,-0.0026264363315911007,-0.005469256280742969,-0.00221925479181047,-0.0012361594892652521,-0.00568617904444131,-0.0021366402986461013,-0.0019560741723080714,0.004631392065806391,-0.010310630857674561,-0.006516915739200764,-0.006491661925254232,-0.013681413010151772,-0.003913183999972313,-0.0055959365060227,-0.011223009579417638,-0.014287996597281336,0.0015042961045650073,-0.0169996480003333,-0.0009732790003332973,-0.0038239910003332973
2020-02-03,-0.04630104125768192,0.002436653017981623,-0.0008307314746105336,-0.002885319318511428,-0.0014667194179386373,0.02059099312906047,0.004380878175775845,-0.003999506718914667,0.003938343173530112,0.0025934980047447264,-0.0010709566837874905,0.0008950140879638687,0.007853927861515817,-0.0027096315289260675,-0.002880325592276793,-0.0028546521643755653,0.0010694001129694978,-0.0002260862746154546,-0.00025458912668223095,-0.0008811394254023164,0.002685834300303721,-0.0011170448699611931,0.011157346574524211,0.0053240925653901565,0.0082651281839972,0.0127534289996667,-0.006168215000333297,-0.015046119000333298
2020-02-04,0.01201697974090386,0.002844747901643142,0.005367602712843763,0.002163227142742769,0.007872643956504903,0.005912111059367517,0.00039278168678173975,0.005805965291733509,0.006519298227312527,0.010391635510958105,0.005118796713861896,0.00987443469026068,0.008551080932954404,0.008334091722694486,0.008911108867213377,0.012523924988902136,0.01476797193818692,0.013846225005860845,0.017653702016827755,0.012749535249257652,0.009635609522122376,0.013380708593850394,0.015083251797865672,0.009278276557474438,0.029005430726668814,0.019573251,-0.044332175999999994,-0.005653416999999999
